name,main_category,sub_category,review_rating,no_of_ratings,discount_price,actual_price,best_model,comments,cleaned_narrative,best_avg_score,link
"SanDisk Ultra® microSDXC™ UHS-I Card, 256GB, 150MB/s R, 10 Y Warranty, for Smartphones","tv, audio & cameras",All Electronics,1.0 out of 5 stars,"71,768","₹1,659","₹3,500",BART,dont buy devic amazoncom instead buy amazoncom also buy amazon onlin store,"The customer mentioned that they were disappointed with their purchase due to the extremely low rating, suggesting that the product did not meet their expectations. The reviewer noted that buying directly from Amazon's online store at a higher price was more advantageous than purchasing through other channels available on Amazon.",0.3295815295815296,https://www.amazon.in/SanDisk-Ultra%C2%AE-microSDXCTM-Warranty-Smartphones/dp/B0BDYW3RN3/ref=sr_1_392?qid=1679133672&s=electronics&sr=1-392
boAt Bassheads 102 in Ear Wired Earphones with Mic(Jazzy Blue),"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"77,193",₹449,"₹1,290",BART,phone person need one display qualiti cleariti poor p video play good blurri,"The customer mentioned the display quality and clarity were below expectations, despite the 720p video playback being subpar and causing visuals to appear blurry. Despite receiving a Jazzy Blue color option, the overall experience fell short of their needs for high-quality audio and visual performance.",0.6906906906906908,https://www.amazon.in/BassHeads-102-Earphones-Multi-Function-Microphone/dp/B07S6NT9V7/ref=sr_1_393?qid=1679133672&s=electronics&sr=1-393
"Noise Buds VS104 in-Ear Truly Wireless Earbuds with 30H of Playtime, Instacharge(10 min=150 min), 13mm Driver, Mic, Hyper ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"13,949","₹1,199","₹3,499",BART,thank amazon got defect product first found scratch damag amazon alway help got replac quickli within day got brand new product like thank amazon seller also darshita electron,"The customer mentioned that they received their Noise Buds VS104 as expected but found it defective upon opening, noticing scratches and damage. Despite this initial issue, Amazon's support was prompt, replacing the product within a few days. The review notes that the seller Darshita Electronics provided excellent customer service throughout the experience.",0.890499194847021,https://www.amazon.in/Noise-Bluetooth-Wireless-30-Hours-Instacharge/dp/B09Y5N4M7Z/ref=sr_1_394?qid=1679133672&s=electronics&sr=1-394
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"135,528","₹1,199","₹2,199",BART,camera qualiti awesom batteri backup soo great give whole day use smooth interfac great view display regret buy devic xr go guy,"The customer mentioned the exceptional camera quality and praised the impressive battery life, which provided a full day's usage. The reviewer highlighted the smooth interface and excellent viewing display as top features. The customer had no regrets in their purchase and strongly recommended the device, encouraging others to ""Go for it guys.""",0.718525460793502,https://www.amazon.in/Power-10000mAh-Metallic-Output-Charging/dp/B08HVJCW95/ref=sr_1_395?qid=1679133672&s=electronics&sr=1-395
"Boult Audio Z25 True Wireless in Ear Earbuds with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), Made ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,918,"₹1,299","₹2,999",BART,noth say devic alway best phone time thank amazon bring cost afford great indian sale,"The customer mentioned that they are very satisfied with their purchase of the Boult Audio Z25 True Wireless earbuds due to their excellent performance in terms of playtime at 32 hours and low latency at 45 milliseconds. The reviewer also highlighted how Amazon's initiative to bring the price down and offer fast charging capabilities made the experience even more appealing, especially considering the significant discount during an Indian sale.",0.8557422969187675,https://www.amazon.in/Boult-Audio-Wireless-Playtime-Bluetooth/dp/B0BLHP3922/ref=sr_1_396?qid=1679133672&s=electronics&sr=1-396
Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"5,143","₹1,131","₹2,899",BART,devic xr good yet use featur phone use devic lot new featur avail,"""The customer mentioned they are pleased with their purchase of the Gear Aspire 30L Water Restant Office Laptop Bag/Backpack. The reviewer noted that they have already taken advantage of several new features on their newly acquired device, including an improved camera system and enhanced battery life.""",1.0,https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_397?qid=1679133672&s=electronics&sr=1-397
"boAt Airdopes 172 True Wireless in Ear Earbuds with Enx Tech, Beast Mode, 35H Playtime, 11mm Drivers, ASAP Charge, IPX4, I...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"48,615","₹1,199","₹2,990",BART,great phone cut star camera develop problem week appl fix unexpect appl seller must ensur thing dont happen,"The customer mentioned that they are pleased with the boAt Airdopes 172 True Wireless earbuds for their cutting-edge technology features such as Beast Mode, 35-hour playtime, and 11mm drivers. However, they noted that there was an issue with the camera quality which became problematic after only six weeks use. The review suggests that the buyer expected more reliable performance from Apple, especially given its reputation, and emphasized the need for manufacturers to address such issues promptly to",0.9785741684475862,https://www.amazon.in/boAt-Airdopes-172-Wireless-Playtime/dp/B0BNPTJ7T2/ref=sr_1_398?qid=1679133672&s=electronics&sr=1-398
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,"tv, audio & cameras",All Electronics,3.0 out of 5 stars,"9,689",₹198,₹800,BART,phone conk dont think os take load month alreadi act sure problem devic order amazon,"The customer mentioned that the COI Note Pad/Memo Book with Stickers has been experiencing frequent issues since purchase, including malfunctioning due to its weight, which could be related to the device's capacity to handle software loads. The reviewer also noted that they have noticed problems within two months of receiving the order from Amazon, expressing concern about potential quality control in both the product itself and the delivery process.",1.0,https://www.amazon.in/COI-Sticky-Notes-Holder-Gifting/dp/B00UGZWM2I/ref=sr_1_399?qid=1679133672&s=electronics&sr=1-399
"Redmi Note 11 (Horizon Blue, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charge...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"53,671","₹14,999","₹19,999",BART,display display clariti color contrast display color black white black whitesdisplay color,"The customer mentioned the display received a perfect score of 5/5 due to its clear, vibrant colors and excellent contrast. However, they noted that while the color quality was outstanding, there were minor issues with some blacks being slightly too dark, which affected the overall viewing experience. The reviewer also appreciated the 33W fast charging feature but found the battery life to be average for this price range. Overall, the display remains a standout feature, though users might want to consider improving certain aspects regarding",0.1694444444444444,https://www.amazon.in/Redmi-Horizon-Qualcomm%C2%AE-SnapdragonTM-Included/dp/B09QSBF2T7/ref=sr_1_400?qid=1679133672&s=electronics&sr=1-400
"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartph...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"5,360",₹383,₹699,BART,alway thought buy devic everi time use think special devic ye buy devic xr say one replac start batteri life screen standard use one hand camera qualiti also good realis two three click devic xr beast low price among devic model,"The customer mentioned they were impressed by the device's dual output capabilities and fast charging options, noting its compatibility with various smartphones. The reviewer highlighted the excellent battery life and user-friendly interface, emphasizing how it can be used without hands-on assistance. Additionally, they praised the camera quality as ""very good,"" adding that even two or three clicks are sufficient to enjoy it. Overall, the customer found the device to be exceptional value for money among competitors.",1.0,https://www.amazon.in/Portronics-CarPower-Charger-Output-Black/dp/B0971DWFDT/ref=sr_1_401?qid=1679133672&s=electronics&sr=1-401
Cello Signature Carbon Ball Pen | Blue Ball Pen | Pack of 1 | Premium Ball Pens | Best Ball Pen for Smooth Writing | Gifti...,"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"9,720",₹135,₹200,T5,camera great im sure good idea take pictur phone,"The customer mentioned they were disappointed with the camera functionality, finding it less than satisfactory when taking pictures with their new Cello Signature Carbon Ball Pen. The reviewer noted, ""I'm unsure if investing in such a high-quality pen is justified given its limited photography capabilities.""",0.2775308641975308,https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/dp/B07GQQCC9G/ref=sr_1_402?qid=1679133672&s=electronics&sr=1-402
"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds wi...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"84,439","₹1,499","₹2,999",BART,pathet product everyday report new issu go hangout everi time pathet product everi time go store im disappoint product,"The customer mentioned their dissatisfaction with the JBL Tune 215BT earbuds, noting that they frequently encounter technical problems and require frequent replacements due to poor quality and performance. The reviewer highlighted how each visit to the store disappoints them further, as they consistently find themselves needing repairs or replacing the product prematurely. Despite its impressive features such as long playtimes and quick charge capabilities, these benefits are overshadowed by ongoing issues and inconvenience.",0.6084546084546084,https://www.amazon.in/JBL-Playtime-Bluetooth-Earphones-Assistant/dp/B08FB2LNSZ/ref=sr_1_404?qid=1679133672&s=electronics&sr=1-404
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"29,376","₹1,630","₹2,800",BART,question xr afford xr got price cut made afford overal product qualiti awesom issu time hitech understand,"The customer mentioned that they were impressed with the product's quality despite its high performance standards. The reviewer noted that while some aspects could be challenging for understanding due to the technical nature, overall, the Crucial RAM was highly satisfactory and worth purchasing.",0.9730245467950386,https://www.amazon.in/Crucial-PC4-25600-SODIMM-260-Pin-Memory/dp/B08C4Z69LN/ref=sr_1_405?qid=1679133672&s=electronics&sr=1-405
HP 678 Black Ink Advantage Cartridge (CZ107AA),"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"20,941",₹810,₹850,BART,appl ecosystem almost latest spec k appl latest iphon ipad sale almost less previou model,"The customer mentioned that they were impressed by the HP 678 Black Ink Advantage Cartridge (CZ107AA) as it offers nearly the same performance in terms of color quality compared to the original cartridge from HP, which is beneficial for users who prefer their printers to be compatible with other brands' ink cartridges. The reviewer noted that despite being slightly older technology, this product still performs exceptionally well and provides good value for money, especially considering its compatibility with devices such as Apple products where",0.4595588235294117,https://www.amazon.in/HP-Black-Advantage-Cartridge-CZ107AA/dp/B009DD8TJ4/ref=sr_1_406?qid=1679133672&s=electronics&sr=1-406
"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"24,098","₹1,249","₹3,000",BART,purchas beauti big billion sale batteri life good far speed pretti good camera qualiti great definit higher version better camera qualiti experi,"The customer mentioned they were thrilled with their purchase of the SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128GB, 5Y). They particularly highlighted the excellent performance on their device, praising both its battery efficiency and high-speed transfer capabilities. While noting that the camera quality was impressive, the reviewer emphasized that the premium model offers a superior experience, suggesting it's worth considering for those looking to upgrade their storage needs.",0.752334339963206,https://www.amazon.in/SanDisk-Ultra-Drive-Flash-128GB/dp/B084PJSSQ1/ref=sr_1_407?qid=1679133672&s=electronics&sr=1-407
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cus...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"33,661","₹1,799","₹4,999",T5,devic lover alway disappoint batteri back get superb phone love toward devic becom stronger spend money u get phone lifetim,"The customer mentioned that they were initially disappointed by their previous devices' limited battery life, which often left them unsatisfied. However, after purchasing the boAt Rockerz 550 headphones with its impressive 20-hour playback time, their enthusiasm for technology significantly increased. The reviewer noted that investing in these headphones has provided them with a lasting connection to their favorite devices, making them feel more invested and loyal.",0.5773729194781826,https://www.amazon.in/Boat-Rockerz-550-Headphone-Aesthetics/dp/B0856HNLDK/ref=sr_1_408?qid=1679133672&s=electronics&sr=1-408
"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Laye...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"19,782","₹1,799","₹2,499",BART,far iphon small write licens etc back phone xr write,"The customer mentioned that they were expecting to find a brief explanation or disclaimer regarding the licensing details on their iPhoneXR, but instead found nothing beyond the usual Apple branding. The reviewer noted this absence as disappointing given the presence of such information on previous models.",1.0,https://www.amazon.in/Ambrane-20000mAh-Lithium-Polymer-Stylo-20K/dp/B07RD611Z8/ref=sr_1_409?qid=1679133672&s=electronics&sr=1-409
"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"27,910","₹1,199","₹1,599",BART,phone excellentthank amazon servic deliveri pathet deliveri boy refus deliv product hope repeat futur,"The customer praised the quality of the phone but expressed disappointment with the poor delivery experience, noting that the delivery person refused to deliver the product. The review highlights the need for better communication during deliveries and emphasizes the importance of maintaining customer satisfaction through improved service standards.",0.8441025641025641,https://www.amazon.in/Zebronics-Transformer-Gaming-Multimedia-Keyboard/dp/B07BRKK9JQ/ref=sr_1_410?qid=1679133675&s=electronics&sr=1-410
"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"5,325",₹149,₹249,BART,receiv devic within week place order issu thank amazon speedi replac receiv devicewithin week place order,"The customer mentioned receiving their Zebronics Zeb-Power Wired USB Mouse promptly upon ordering. However, they encountered initial technical issues that Amazon swiftly resolved through an expedited replacement process. The reviewer noted that despite facing some initial problems, the support from Amazon was highly satisfactory in ensuring a smooth experience with the product.",0.8211284513805522,https://www.amazon.in/Zebronics-Zeb-Power-Wired-Mouse-Black/dp/B07L9FW9GF/ref=sr_1_412?qid=1679133675&s=electronics&sr=1-412
"pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise C...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"58,623",₹199,₹899,BART,use xr past month im complet delight model batteri life excel charg one time day enough power remain day camera qualiti compar better high end categori iphon,"""The customer mentioned their satisfaction with the PTron Pride Lite HBE earphones, highlighting exceptional battery life and superior camera performance compared to other high-end iPhone models.""",0.892223270170625,https://www.amazon.in/Pride-Lite-Headphones-Cancelling-Tangle-Free/dp/B08SF85H45/ref=sr_1_413?qid=1679133675&s=electronics&sr=1-413
"Ambrane Wired in Ear Earphones with in-line Mic for Clear Calling, 14mm Dynamic Drivers for BoostedBass, 3.5mm Jack, Mult...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,122,₹299,₹449,T5,camera good screen size right peopl like use phone type mail watch netflix speed good face recognit work like magic,"The customer praised the high-quality camera on the Ambrane Wired In-Ear Earphones, noting its excellent performance for both text messaging and streaming media like Netflix. They also highlighted the perfect screen size that suits their needs for typing emails or watching content. The reviewer commended the fast speed and emphasized how the facial recognition feature functions seamlessly, providing an impressive user experience.",0.887310606060606,https://www.amazon.in/Ambrane-BoostedBass-Multi-Functional-Stringz-Lite/dp/B0BM3LTJMN/ref=sr_1_414?qid=1679133675&s=electronics&sr=1-414
"Noise Pulse Go Buzz Smart Watch with Latest Bluetooth Calling tech, 1.69"" Clear Display, 550Nits,150+ Watch face, Comfort ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"15,012","₹1,699","₹4,999",T5,review month usag approxim review minimum month month review month use approxim,"""The customer mentioned that they have been highly satisfied with the Noise Pulse Go Buzz Smart Watch for over five months since their initial purchase, enjoying its latest Bluetooth calling technology and comfortable design. The reviewer notes that despite some occasional battery drain issues, it remains a reliable device with excellent features.""",0.3878787878787879,https://www.amazon.in/Noise-Bluetooth-Tracking-Detection-Midnight/dp/B0B5LWP12T/ref=sr_1_416?qid=1679133675&s=electronics&sr=1-416
SanDisk SDCZ50-128G-I35 USB2.0 128 GB Pen Drive (Red and Black),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"7,077",₹729,"₹2,200",BART,mobil devic iphon popular mobil devic us world iphon also bestsel phone unit state,"The customer mentioned that they highly recommend the SanDisk SDCZ50-128G-I35 USB2.0 pen drive for their Apple iPhone, noting its compatibility with both the red and black versions and the excellent performance it offers without any issues during use. The reviewer noted that this product surpassed expectations by ensuring smooth data transfer and reliability on their mobile device.",0.243012243012243,https://www.amazon.in/SanDisk-Cruzer-Blade-SDCZ50-128G-I35-128GB/dp/B07G2LLHSD/ref=sr_1_417?qid=1679133675&s=electronics&sr=1-417
"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Only Snapdragon 870 in The Segment | 50% Charge in Just 12 Mins | 90 F...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"22,194","₹28,999","₹34,999",BART,superb phone got price big billion day sale bigbilliondaycom avail black white red,"The customer mentioned their satisfaction with the iQOO Neo 6 5G model, noting its exceptional performance with the Snapdragon 870 processor and fast charging capabilities that allow for quick recharges to only 50% charge in just 12 minutes. The review also highlighted the availability of multiple color options, including dark nova shades such as black, white, and red, which aligns perfectly with consumer preferences.",0.7128667128667129,https://www.amazon.in/iQOO-128GB-Storage-Snapdragon%C2%AE-FlashCharge/dp/B07WDKLDRX/ref=sr_1_419?qid=1679133675&s=electronics&sr=1-419
"OnePlus 10R 5G (Forest Green, 12GB RAM, 256GB Storage, 80W SuperVOOC)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"12,400","₹35,999","₹42,999",BART,origin product best price got great indian festiv sale amaz discount camera qualiti quit good best batteri life awesom,"The customer mentioned that they were pleased with their purchase of the OnePlus 10R 5G, appreciating its low price compared to other similar models. They also highlighted the excellent battery life, which was particularly impressive given the high performance capabilities of the device. The reviewer noted that while the camera quality wasn't the absolute best, it was still satisfactory for most photography needs.",0.7041062801932366,https://www.amazon.in/OnePlus-Forest-Green-Storage-SuperVOOC/dp/B09WRKHWP7/ref=sr_1_420?qid=1679133675&s=electronics&sr=1-420
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor,...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"28,260","₹1,199","₹6,990",BART,order wife want use devic long will chang phone use year half,"""The customer mentioned that their wife found the boAt Flash Edition Smart Watch to be an excellent addition to her daily routine, as it allowed her to monitor fitness activities without needing to switch between multiple devices. The reviewer noted how well the watch performed in various sports modes over a span of nearly two years.""",0.8046783625730995,https://www.amazon.in/boAt-Flash-Smartwatch-Activity-Resistance/dp/B0949TYBW6/ref=sr_1_421?qid=1679133675&s=electronics&sr=1-421
"boAt Rockerz 335 Bluetooth in Ear Neckband with Qualcomm aptX & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound,...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"46,779","₹1,199","₹3,990",BART,could find fingerprint reader otherwis camera batteri life good like live camera edit mode camera couldnt get fingerprint reader work,"The customer mentioned that the product excelled in areas such as camera quality and battery life, but found disappointment with the lack of a fingerprint reader feature. The reviewer noted their preference for the live camera editing function within the device's settings.",0.8551165146909828,https://www.amazon.in/boAt-Rockerz-335-Wireless-Assistant/dp/B096YBXGRM/ref=sr_1_422?qid=1679133675&s=electronics&sr=1-422
realme narzo 50i Prime (Mint Green 3GB RAM+32GB Storage) Octa-core Processor | 5000 mAh Battery,"tv, audio & cameras",All Electronics,3.0 out of 5 stars,"2,773","₹7,499","₹8,999",BART,purchas product diwali sale oct adaptor doesnt work product worth k adaptor life day dont even know els remov sim start use old broken phone sinc morn,"The customer mentioned that they purchased the realme Narzo 50i Prime with their 43,000 INR budget but is disappointed due to the adaptor not working after just 22 days of use. The reviewer noted that removing the SIM card from the device has been necessary as it is still operational without it. They expressed frustration over the poor quality and durability of the product, considering its price point.",0.8580808080808081,https://www.amazon.in/realme-Storage-Octa-core-Processor-Battery/dp/B0BBMBL64D/ref=sr_1_423?qid=1679133675&s=electronics&sr=1-423
"boAt Wave Electra with 1.81"" HD Display, Smart Calling with Ultra-Seamless BT Calling Chip,20 Built-in Watch Faces,100 + S...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"1,037","₹1,799","₹7,990",BART,peopl say devic xr inferior display pleas use u judg base spec ive use pixel recent switch xr love batteri life unrival fave id charm,"""The customer mentioned that the boAt Wave Electra's 1.81"" HD display exceeded their expectations compared to other similar devices, particularly after switching from a Pixel phone where they preferred the clarity and quality."" ""The reviewer noted that the battery life was exceptional, surpassing any previous experience they had with smartphones."" ""They highlighted the Fave ID feature as a standout, adding an elegant touch to the otherwise sleek design."" ""Overall, the boAt Wave Electra impressed them with its combination",0.9785741684475862,https://www.amazon.in/boAt-Electra-Ultra-Seamless-Personalization-Charcoal/dp/B0BNV7JM5Y/ref=sr_1_425?qid=1679133675&s=electronics&sr=1-425
"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"104,356",₹799,"₹4,499",T5,star qualiti st appl product wife famili good phone clear crisp sound qualiti amaz display,"The customer mentioned that they received the Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic, which exceeded their expectations with its outstanding battery life and IPX5 water resistance. The reviewer noted that these earphones deliver exceptional clarity and quality, making them an ideal gift option for Apple enthusiasts within their family.",1.0,https://www.amazon.in/Boult-Audio-Curve-Sweatproof-Headphones/dp/B07LG59NPV/ref=sr_1_426?qid=1679133675&s=electronics&sr=1-426
"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and or...","tv, audio & cameras",All Electronics,2.0 out of 5 stars,"7,626",₹124,₹135,BART,rate product seller deliv product scratch back panel rate seller deliv product scratch,"The customer mentioned that they were disappointed by the quality of the product as it arrived with scratches on the back panel, despite its advertised features. The reviewer noted that this defect indicates poor handling during shipping, which does not reflect positively on the seller's commitment to delivering high-quality items.",0.4703557312252964,https://www.amazon.in/Post-Cubes-sheets-colours-inches/dp/B00N1U7JXM/ref=sr_1_427?qid=1679133675&s=electronics&sr=1-427
"boAt Wave Style with 1.69"" Square HD Display, HR & SpO2 Monitoring, 7 Days Battery Life, Multiple Watch Faces, Crest App H...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"4,170","₹1,099","₹5,990",BART,nice product batteri life good camera ok amazon deliveri wrost order twice suffer loss rs price increas,"The customer mentioned that the boAt Wave Style headphones offer impressive features such as a 1.69-inch square high-definition display for clear audio, heart rate and blood oxygen monitoring, extended 7-day battery life, multiple watch faces, and compatibility with the Crest app. However, the customer noted that despite these benefits, they had experienced significant inconvenience due to poor Amazon delivery service, which resulted in repeated orders necessitating an additional charge of Rs 2500. The review concludes by highlighting",0.918168168168168,https://www.amazon.in/boAt-Wave-Style-Monitoring-Ecosystem/dp/B0B7JTQM6Y/ref=sr_1_428?qid=1679133675&s=electronics&sr=1-428
"Redmi 11 Prime 5G (Chrome Silver, 4GB RAM 64GB ROM) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"3,495","₹13,499","₹15,999",BART,happi amazon good price get time ye perfect origin product devic xr gb allrdi use devic u love u buy first time u wll flll love sure,"""The customer mentioned that they are extremely satisfied with the purchase from Amazon. They praised the good price and timely delivery, noting that the device was exactly as described. The reviewer also highlighted their love for the Prime design and functionality of the MTK Dimensity 700 chipset along with its advanced camera system featuring a 50MP dual-camera setup. Furthermore, the customer appreciated the inclusion of a 5000mAh battery, which they found to be highly beneficial for daily use. Lastly",1.0,https://www.amazon.in/Redmi-Chrome-Silver-Dimensity-5000mAh/dp/B0BBFKYH4N/ref=sr_1_429?qid=1679133675&s=electronics&sr=1-429
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushion...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"33,661","₹1,999","₹4,999",BART,love brother bought devic think xr batteri life better heat problem love phone fast fast fast fabul camera,"""The customer mentioned that they loved their boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones, praising the 20-hour playback time and soft padded ear cushions. They also highlighted the superior battery life compared to previous models."" ""The reviewer noted that the XR model offers significantly better battery life, which was crucial for them since the earlier versions had issues with overheating."" ""The customer expressed satisfaction with the device's speed and performance in both audio and photography modes, especially mentioning the",1.0,https://www.amazon.in/boAt-Rockerz-550-Headphone-Aesthetics/dp/B08R7M1JM5/ref=sr_1_430?qid=1679133675&s=electronics&sr=1-430
"Mivi Rock and Roll E5 Wired In Ear Earphones with HD Sound and Extra Powerful Bass with Mic, Tangle Free & Extra Length Ca...","tv, audio & cameras",All Electronics,1.0 out of 5 stars,"8,482",₹299,₹799,BART,happi mobil let know u guy send new mobil give option upgrad devic let know best done,"The customer mentioned their dissatisfaction with the product's quality and performance, specifically highlighting issues with connectivity problems and the need for improved functionality options such as upgrades or new mobile devices. The reviewer also expressed frustration at not receiving timely responses regarding these concerns.",1.0,https://www.amazon.in/Mivi-Earphones-Powerful-Tangle-Length/dp/B093LMBJB6/ref=sr_1_431?qid=1679133675&s=electronics&sr=1-431
"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Po...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"15,576","₹1,549","₹2,495",BART,first thing notic xr batteri super long batteri hour camera also need special mention great camera,"The customer was highly impressed with the DXR's exceptional battery life, which exceeded their expectations for such an advanced device. The reviewer specifically highlighted the impressive camera performance, noting that it delivered high-quality images without any lag or compromise in functionality.",0.8313172043010751,https://www.amazon.in/Digitek-DTR-550-LW-Tripod/dp/B074CWD7MS/ref=sr_1_432?qid=1679133675&s=electronics&sr=1-432
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & ...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"26,468",₹697,"₹1,499",BART,suppos true devic except except problem complaint,"The customer mentioned that the MemeHo® Smart Standard Multi-Purpose Laptop Table excels in its functionality, meeting all expectations without any issues or disappointments. The review notes that this smart table is reliable, true to its design specifications, and performs as advertised, leaving no room for complaints.",0.6594982078853047,https://www.amazon.in/Multi-Purpose-Foldable-Portable-Ergonomic-Non-Slip/dp/B07TR5HSR9/ref=sr_1_433?qid=1679133675&s=electronics&sr=1-433
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & ...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"26,468",₹697,"₹1,499",T5,gud phone camera super gud phone phone camera super,"The customer mentioned that the MemeHo® Smart Standard Multi-Purpose Laptop Table excels in its versatility, offering functionality for both study and entertainment, especially appreciated by those who value ease of portability and ergonomic design. The reviewer noted that the camera on this device performs exceptionally well, ensuring high-quality photos and videos are captured effortlessly.",0.6495726495726495,https://www.amazon.in/Multi-Purpose-Foldable-Portable-Ergonomic-Non-Slip/dp/B07TR5HSR9/ref=sr_1_435?qid=1679133676&s=electronics&sr=1-435
VW 80 cm (32 inches) Frameless Series HD Ready Android Smart LED TV VW32S (Black),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"7,163","₹7,999","₹16,999",T5,devic xr finger print reader unlock face read devic lock fingerprint reader,"The customer was initially impressed by the frameless design but found that their device doesn't require a fingerprint reader, instead relying on facial recognition for unlocking. This detail disappointed them since they were looking for an additional security feature.",0.747054747054747,https://www.amazon.in/Visio-World-inches-VW32S-Ready/dp/B07MNNH484/ref=sr_1_436?qid=1679133676&s=electronics&sr=1-436
